100,0.154
200,0.590
300,1.279
400,2.433
500,3.110
600,5.145
700,6.304
800,9.937
900,11.560
1000,12.726
1100,20.491
1200,22.088
1300,24.406
1400,26.001
1500,29.003
1600,43.462
1700,46.652
1800,49.123
1900,52.662
2000,56.763
